mouseid,SEX,PGM,PCTT10,TOTDIST,TOTREAR,AMBEPIS,AVGVELO,PCTREST,ACTFACT,ANXFACT,1.52.903,1.58.218,1.63.544,1.68.754,1.73.853,1.78.895,1.84.13,1.142.911,1.152.072,1.157.107,1.162.154,1.172.293,1.189.194,1.194.471,2.6.99,2.14.912,2.30.4,2.46.567,2.65.484,2.70.714,2.75.803,2.80.917,2.97.379,2.115.443,2.120.543,2.125.79,2.131.164,2.136.176,2.147.68,2.153.094,2.163.612,2.168.681,2.178.315,3.5.399,3.15.676,3.23.589,3.30.366,3.58.232,3.63.295,3.116.457,3.130.112,3.144.638,4.28.546,4.64.271,4.84.116,4.90.848,4.95.976,4.101.273,4.106.91,4.114.381,4.119.404,4.146.705,4.154.007,5.3.217,5.8.292,5.13.572,5.34.496,5.54.302,5.59.398,5.70.507,5.76.181,5.114.905,5.129.613,6.8.907,6.30.799,6.43.778,6.48.9,6.57.082,6.66.518,6.71.532,6.76.679,6.81.864,6.92.155,6.97.389,6.102.455,6.113.036,6.118.461,6.130.177,6.137.911,7.4.843,7.10.546,7.16.001,7.32.784,7.57.878,7.63.356,7.95.734,7.113.114,7.120.494,7.125.526,8.3.089,8.9.532,8.15.231,8.27.939,8.42.542,8.52.684,8.57.724,8.63.043,8.68.129,8.73.959,8.84.334,8.89.447,8.99.742,8.106.003,8.120.925,9.19.367,9.35.157,9.75.208,9.85.508,9.97.633,9.103.546,9.115.09,9.120.248,10.6.177,10.27.548,10.33.479,10.50.215,10.57.805,10.66.995,10.72.796,10.80.703,10.86.122,10.91.185,10.96.34,10.101.669,10.109.059,10.126.634,11.8.346,11.24.381,11.30.054,11.35.159,11.45.533,11.68.383,11.73.562,11.78.864,11.84.334,11.110.832,11.115.986,11.121.485,12.8.054,12.14.003,12.20.058,12.25.18,12.34.51,12.44.175,12.50.945,12.62.739,12.67.901,12.73.9,12.84.749,12.90.714,12.95.793,12.101.558,12.113.087,13.6.094,13.12.009,13.17.193,13.22.251,13.35.31,13.40.462,13.51.598,13.56.939,13.67.446,13.89.444,13.94.513,13.99.543,14.10.723,14.75.192,14.92.114,14.97.414,14.102.467,14.108.333,15.57.352,15.78.151,15.89.891,15.101.89,16.17.188,16.45.834,16.51.101,16.56.11,16.61.205,16.71.874,16.82.521,16.87.987,16.93.262,16.98.377,17.9.103,17.14.146,17.27.372,17.32.527,17.39.267,17.45.986,17.51.159,17.56.801,17.71.942,18.11.683,18.16.784,18.21.882,18.28.434,18.51.821,18.70.651,18.77.741,18.85.977,19.3.505,19.49.322,X.45.475,X.61.66,X.85.251,X.100.299,X.106.858,X.125.593,X.151.946
182959,0,0,23.28,3926.2,40,127,37.33,48.17,0.3,0.318,-,C,-,C,H,C,C,C,H,H,C,C,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,-,-,H,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,H,H,H,H,H,H,B,H,H,H,H,H,H,-,H,H,C,C,-,-,H,H,H,H,H,H,H,H,H,H,C,H,B,H,-,B,H,H,H,H,H,H,H,H,H,-,C,-,-,H,H,H,H,H,H,C,C,C,-,H,-,C,-,-,H,C,-,C,-,H,H,H,H,B,B,B,B,B,B,B,B,H,-,-,C,-,H,C,-,-,C,C,B,B,B,B,H,H,H,H,H,H,H,H,B,B,B,B,H,B,B,B,B,B,-,C,-,C,H,-,C,H,C,-,C,C,-,C,B,-,B,B,B,H,H,H,H,H,H,H,H,H,H,H,-,-,B,H,B,B,B,B,-,B
182962,0,0,35.17,2098.5,90,73,38.83,62.25,-1.71,1.565,H,H,H,H,H,H,-,H,H,H,H,C,H,H,C,H,H,H,H,H,B,B,B,B,B,B,B,B,B,-,H,H,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,-,-,H,H,H,H,H,H,H,H,B,B,B,B,-,-,B,H,H,H,B,B,H,H,H,H,C,-,H,-,-,H,H,C,H,H,H,H,H,H,H,H,H,B,B,B,B,B,-,B,B,H,H,H,H,H,H,B,B,B,B,B,H,H,H,H,H,-,H,H,H,H,H,H,H,-,B,B,B,B,B,H,H,H,-,B,B,B,B,B,B,B,B,B,B,B,-,B,B,B,B,B,H,H,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,-,H,H,H,H,H,-,H,H,H,-,H,H,H,H,H,H,H,H
182963,0,0,27.22,1545.1,66,49,31.12,67.85,-2.44,0.178,-,H,H,-,H,H,H,-,H,H,H,C,C,-,-,C,H,-,H,-,-,H,H,H,H,-,H,-,H,H,H,H,H,B,B,-,H,H,H,-,H,H,B,-,C,-,C,C,-,-,-,C,H,B,B,B,-,-,H,-,H,H,H,B,B,-,B,-,H,H,C,-,C,C,-,-,C,C,C,B,B,B,B,B,-,B,B,B,B,H,C,C,-,-,H,C,C,C,-,C,-,H,-,H,H,-,H,H,H,H,H,H,-,C,H,H,H,H,-,-,H,H,H,H,H,-,B,-,B,B,H,H,-,-,-,H,-,B,H,H,H,H,-,-,-,C,C,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,B,B,-,H,-,H,H,H,-,C,H,H,H,H,H,H,-,H,B,H,B,B,-,H,H,H,-,-,-,H,-,-,B,B,-,-,H,H,H,-,B,H,-,B,B,-,-,H,B
182964,0,0,12.97,3976.4,61,132,31.57,48.92,0.57,-1.083,C,C,-,C,-,C,-,C,-,-,-,C,-,H,-,H,H,H,H,H,H,H,H,H,H,H,-,H,-,H,H,-,C,-,H,H,-,H,H,H,H,-,-,H,H,H,H,H,H,-,H,B,-,H,-,H,H,C,C,C,C,C,C,H,C,H,H,H,H,H,H,H,H,H,H,-,H,H,-,C,C,-,B,B,-,B,B,B,-,B,-,-,B,H,B,H,-,-,-,B,B,B,B,-,-,C,H,H,B,B,-,B,H,-,-,C,-,C,-,C,C,-,H,H,-,H,H,H,H,-,H,-,-,B,B,B,B,B,H,H,-,H,H,H,H,H,H,H,H,H,-,H,-,-,B,B,B,B,B,B,B,H,-,H,H,-,C,-,C,C,C,C,C,C,-,H,-,B,B,B,B,-,H,H,H,C,-,H,C,C,C,C,-,H,-,B,-,B,H,H,H,H,-,H,H,H,H,H,H,H,-
182965,0,0,27,3061.6,53,102,34.35,55.92,-0.69,0.342,H,H,B,B,B,B,B,B,B,B,-,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,H,H,H,B,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,-,C,C,H,H,H,H,C,C,C,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,H,H,C,-,C,C,H,H,H,H,H,B,B,H,C,-,C,C,C,C,H,H,H,B,B,B,B,B,H,B,B,B,B,B,B,B,B,B,-,B,C,H,H,H,H,H,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,H,H,H,H,H,H,B,-
182966,0,0,24.97,4046.4,91,137,39.83,47.12,0.67,0.715,H,H,H,H,-,H,-,-,H,B,H,C,C,-,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,-,B,B,-,H,B,B,-,B,-,B,-,B,B,-,H,-,C,C,C,C,C,C,C,C,-,-,C,C,C,C,C,C,C,C,C,C,-,C,H,-,B,B,-,B,C,C,C,H,-,B,H,H,H,H,H,H,-,H,H,H,H,H,-,-,C,-,-,H,H,H,B,B,B,B,B,B,-,B,-,-,B,B,B,B,-,-,-,H,H,H,-,H,H,H,H,H,H,H,C,H,H,-,B,-,B,B,B,-,B,B,B,-,B,-,C,C,C,C,C,C,-,H,H,C,C,C,H,H,H,H,H,H,C,C,C,C,C,-,C,C,-,C,-,C,C,C,H,H,H,H,H,H,H,H,H,C,C,-,C,-,-,C,-,H,H,H,H,H,-,-,H,-
182975,0,0,20.52,3859,118,135,37.99,50.8,0.55,0.234,C,C,C,C,C,H,H,H,H,H,H,H,H,H,B,B,B,-,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,-,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,B,H,B,B,B,B,B,B,B,B,B,B,B,-,-,B,-,B,B,B,B,H,H,H,H,H,-,C,C,C,C,C,-,C,C,H,H,H,H,H,H,H,H,-,B,B,B,B,B,B,H,H,H,H,H,H,B,B,B,B,B,B,B,H,B,B,H,H,H,H,H,H,H,H,C,C,B,B,B,B,B,B,B,B,B,B,B,B,-,B,B,C,C,H,C,C,C,C,H,H,H,H,H,B,B,B,B,B,B,B,B,H,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,H,H,H,H,H,H,-,H,C,B,B,B,-,B,-,B
182976,0,0,27.63,5480.6,71,173,39.09,41.82,1.85,0.667,C,C,C,C,C,C,C,H,H,H,H,H,H,H,B,B,H,H,C,C,C,C,C,B,B,B,B,B,B,B,H,H,H,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,B,B,B,C,C,C,C,C,C,C,C,C,C,C,C,-,C,B,H,H,B,B,B,B,B,B,B,B,B,B,B,-,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,C,C,H,C,C,C,C,C,C,C,C,C,H,C,-,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,H,H,H,H,H,H,H,B,B,H,H,H,H,H,H,H,H,H
182977,0,0,19.17,4095.4,40,141,32.82,48.5,0.6,-0.517,H,H,-,-,H,H,-,-,H,C,C,C,C,C,H,-,H,-,-,H,-,-,H,H,H,-,H,-,H,H,H,-,H,H,H,H,H,-,C,H,C,-,H,-,H,-,H,-,-,C,C,C,-,H,-,C,C,C,C,C,H,H,-,-,-,-,H,H,H,-,H,H,C,H,H,-,H,B,B,-,H,-,H,H,H,H,H,H,B,C,C,C,-,H,B,B,B,B,-,B,-,B,-,-,H,C,B,B,B,B,-,B,-,H,H,H,-,-,B,-,B,B,B,-,-,-,C,-,C,-,H,-,B,-,-,B,-,B,B,B,-,B,-,B,B,B,B,B,B,B,-,B,-,C,-,H,H,H,H,H,-,C,-,C,B,B,-,H,H,H,H,H,H,H,-,H,C,C,C,C,H,-,H,H,-,H,-,H,H,-,-,H,H,-,B,H,H,-,-,H,H,-,-,B,-,H,H,-,-,H,-
182978,0,0,6.88,4357.2,23,134,29.69,45.93,0.82,-1.778,H,H,H,H,C,C,C,-,H,C,C,C,C,-,-,H,H,H,H,H,B,B,H,H,H,H,H,-,H,H,H,C,C,-,C,C,C,C,C,-,H,H,C,-,C,-,C,C,C,-,C,C,H,B,B,H,H,C,C,C,C,C,H,H,-,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,C,H,H,H,H,H,H,-,H,H,H,H,-,B,B,B,B,B,B,B,-,-,B,-,C,C,C,C,C,C,H,H,H,H,H,H,H,-,H,H,H,H,H,H,-,H,-,H,H,H,H,-,H,H,B,B,B,H,H,B,B,-,B,B,B,B,B,B,B,-,H,H,-,B,B,B,H,H,H,H,H,H,H,H,B,-,-,C,C,C,H,C,C,C,B,H,H,H,H,H,H,H,C,C,B,B,B,B,B,B,B,-,B,C,C,-,-,C,H,H,-,B,C,B,B,B,B,-,B,-
182979,0,0,13.32,4112.4,68,139,32.91,48.13,0.76,-0.913,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,-,C,H,H,H,B,B,B,B,-,B,B,B,B,H,H,H,H,H,H,H,H,H,H,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,C,C,C,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,B,B,B,B,H,H,C,B,B,B,B,H,H,-,B,B,B,H,H,H,H,H,H,H,H,H,C,B,B,B,B,B,B,B,-,B,B,B,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,C,C,H,C,C,C,C,C,H,H,H,H,-,B,B,B,B,-,H,H,H,H,C,C,C,C,C,C,H,H,H,H,B,B,B,H,H,H,H,H,-,H,B,B,B,H,H,H,H,C,H,H,H,H,H,H,H,H
182980,0,0,25.15,6804.9,165,184,40,35.68,3.18,0.461,B,B,B,B,B,B,B,B,B,B,B,B,B,-,B,B,H,H,C,-,C,C,C,-,-,C,C,C,C,C,-,H,H,H,H,-,H,C,C,C,C,C,H,H,H,H,H,H,B,B,B,H,H,H,H,H,H,-,H,H,H,H,H,B,B,B,C,-,C,C,-,C,C,-,-,C,C,H,H,B,B,B,B,C,C,-,C,C,C,H,H,H,H,-,B,B,B,B,B,B,B,B,H,C,H,H,B,-,B,B,B,B,H,H,H,H,-,H,H,H,H,H,H,H,H,-,H,H,H,H,H,C,C,C,C,H,H,H,C,C,-,C,C,C,C,C,C,C,C,C,C,C,C,-,B,B,B,-,B,B,B,B,B,B,B,H,B,H,H,-,H,H,H,B,B,H,H,H,H,H,H,H,H,H,H,-,B,B,B,B,B,B,B,B,C,C,C,C,C,H,H,H,C,H,H,H,H,H,H,H,B
182981,0,0,39.65,2458.9,86,86,45.73,61.33,-1.48,2.675,H,C,-,C,H,H,H,H,H,-,H,-,H,-,C,C,-,-,H,-,H,H,H,-,-,H,H,H,H,H,H,H,-,C,-,-,C,H,-,H,H,-,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,B,-,B,B,H,B,B,-,-,B,-,-,B,-,-,-,-,-,H,H,C,C,C,-,-,C,-,H,C,H,H,C,-,-,-,-,-,C,H,C,-,H,-,-,C,H,H,H,-,H,H,-,-,H,H,-,H,H,-,B,B,B,-,B,B,B,-,B,B,B,H,H,H,H,H,H,B,B,B,H,H,H,H,H,H,H,H,-,C,C,-,C,-,C,C,C,H,C,-,C,C,H,H,H,H,H,B,H,H,H,-,H,B,-,B,B,H,H,-,H,H,H,H,-,H,H,-,H,H,H,H,H,H,H,B,H,H,H,H,H,-,H,H,C,B,H,H,-,H,H,H,H
182982,0,0,25.25,3392.7,72,117,43.5,51.48,-0.15,1.263,C,C,C,C,C,H,H,H,H,H,H,H,H,H,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,-,B,B,C,C,C,H,H,-,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,H,H,H,C,-,H,H,H,H,H,H,H,-,H,H,H,H,H,-,B,B,B,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,-,-,-,C,B,-,H,H,H,H,H,C,B,H,H,H,H,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,H,H,H,H,C,C,C,C,C,C,C,H,C,C,-,C,C,C,C,C,C,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,-,C,C,C,C,C,C,B,B,B,B,B,H,B,B,H,H,B,B,B,B,-,H,H
185004,0,0,23.47,4331,104,154,44.85,48.83,0.93,1.217,C,C,C,C,C,C,C,-,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,H,C,C,C,C,C,C,C,C,-,H,H,-,H,H,H,H,H,H,-,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,B,B,B,H,H,C,C,H,H,H,H,H,C,-,H,H,B,H,H,H,H,H,H,B,B,B,H,H,H,H,C,C,H,H,H,H,-,H,H,H,-,H,-,-,H,-,-,-,H,-,B,H,H,H,H,H,C,C,C,B,-,H,-,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,B,B,B,B,B,B,H,H,C,H,H,H,H,-,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B,B,-,B,B,H,H,-,H,H,B,B,B,-,H,H,H
185005,0,0,10.33,2774.5,54,98,32.25,62.12,-0.97,-0.976,B,B,B,B,B,B,H,H,H,H,H,B,B,B,-,H,H,C,C,C,C,C,C,H,H,H,H,H,H,H,H,B,B,-,H,H,H,H,-,H,H,H,H,H,H,-,H,H,H,H,H,H,-,H,H,H,B,-,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,B,B,B,B,B,B,B,B,B,H,H,H,H,H,B,B,-,B,B,B,B,B,B,H,H,B,B,B,B,-,H,H,H,B,H,H,H,-,H,H,H,H,H,H,-,H,-,C,C,C,C,C,-,H,H,H,B,B,B,H,H,H,-,H,H,H,H,H,-,H,H,H,H,H,-,-,H,H,H,-,C,C,C,C,H,H,H,B,B,B,B,B,B,B,B,B,H,C,C,C,C,C,C,C,C,C,H,H,H,-,H,H,H,-,H,C,C,-,C,C,C,C,-,C,C,H,H,H,-,-,H,H
185006,0,0,24.9,3769.5,58,123,38.39,50.2,0.13,0.586,C,C,C,H,C,C,C,H,H,H,H,H,H,H,C,H,B,H,B,B,H,B,B,B,B,-,B,B,B,B,B,B,H,C,C,C,C,C,C,C,C,C,H,H,-,-,H,H,H,H,H,H,-,H,H,H,-,H,H,C,H,H,-,H,H,H,H,H,H,H,H,C,C,C,C,H,H,H,H,H,H,H,C,C,C,C,C,C,C,H,H,C,C,C,C,C,C,C,C,C,H,C,-,H,B,B,B,B,B,B,B,B,H,H,H,C,C,C,C,H,C,C,C,C,C,C,B,H,B,B,B,B,B,H,-,H,-,H,B,B,B,-,-,C,C,C,C,C,H,H,H,H,H,H,B,B,H,H,-,B,H,H,H,C,-,B,H,C,C,C,C,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,-,H,B,B,-,H,B,C,C,-,B,C,B,B,B,-,-,H,H
185007,0,0,22.75,3472.8,87,125,36.25,48.67,0.25,0.181,H,H,H,H,C,H,H,-,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,C,C,C,C,C,C,C,C,C,H,H,H,-,H,B,B,B,B,B,B,B,B,-,B,B,B,B,B,B,-,H,H,H,B,H,H,H,H,H,-,C,H,H,H,H,H,H,-,-,H,-,-,H,H,C,C,-,C,C,H,B,B,B,B,H,H,H,H,H,H,H,C,-,H,H,H,H,H,B,B,B,C,C,H,H,H,H,H,H,H,B,B,B,-,H,H,H,H,H,H,-,-,-,-,-,H,-,H,B,B,B,B,-,H,C,H,H,H,H,-,H,H,H,H,H,H,H,H,H,C,H,-,H,H,H,-,-,C,C,C,C,C,B,B,H,C,C,C,H,H,H,H,B,B,B,B,H,H,H,H,H,H,-,H,H,H,H,H,H,B,B,H,H,-,H,C,C,C,-,H,H,B,B,B,-,-,-,B
185010,0,0,15.33,4863,89,147,33.37,47.58,1.24,-0.773,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
189027,0,0,27.32,4564.4,52,157,33.71,43.32,1.19,0.068,C,C,C,C,C,C,C,-,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,-,H,H,B,B,B,B,B,B,C,C,H,-,H,H,H,-,H,H,-,B,B,B,B,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,-,H,H,H,H,H,H,H,B,B,B,B,B,B,-,B,B,B,B,B,H,-,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,-,H,H,-,H,-,-,-,H,-,H,-,H,-,H,H,H,H,H,H,B,B,B,B,-,B,B,B,B,B,B,B,B,H,H,H,-,H,H,H,-,-,H,H,H,H,H,B,B,B,B,B,B,H,B,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,H,-,H,-,-,C,C,-,H,H,H,H,-,H,B,H,H,H,-,-,H,H
189028,0,0,30.97,3535.8,56,128,39.1,49.38,0.07,1.094,-,H,-,-,-,H,-,-,-,-,-,H,-,-,-,H,H,-,B,-,-,B,B,-,-,-,-,-,-,-,B,B,B,-,C,-,-,B,B,-,-,B,-,-,-,-,-,H,-,-,-,B,B,-,-,-,-,-,C,-,C,-,C,-,-,-,H,C,-,C,-,-,C,-,-,-,C,C,-,B,-,-,-,-,-,-,-,-,-,H,-,H,H,-,-,-,-,-,H,H,-,-,-,H,-,-,-,-,-,-,-,B,-,-,H,-,-,H,-,-,-,C,-,-,-,-,H,-,-,-,-,C,-,-,-,-,-,-,C,C,-,-,-,-,-,-,-,-,-,H,-,B,-,-,B,-,H,-,-,-,-,-,B,-,-,-,-,-,-,-,-,H,H,H,B,-,H,C,-,-,-,-,B,-,-,-,-,C,-,-,-,C,-,-,C,C,-,-,-,C,C,-,H,H,-,H,H,-,-,H,-
189029,0,0,21.22,4005.9,70,141,38.78,45.98,0.72,0.323,B,B,B,B,B,B,B,-,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,-,H,-,H,H,-,B,B,B,B,B,B,-,B,B,B,-,B,B,-,H,H,H,H,H,H,-,H,H,-,H,H,H,H,H,H,H,H,-,H,H,-,H,H,H,H,H,H,H,H,H,C,H,H,H,H,H,H,H,H,H,C,-,H,H,H,H,H,H,-,H,B,B,H,H,H,H,H,H,C,C,C,C,C,C,-,C,H,H,H,-,H,-,H,-,H,H,H,-,H,H,H,H,H,H,C,C,C,B,-,H,-,B,B,B,B,B,B,B,B,B,B,B,B,B,-,B,B,B,B,B,B,H,-,H,H,C,C,H,H,B,B,H,C,C,C,C,C,H,H,H,H,H,H,H,-,H,H,H,C,-,H,H,-,-,H,H,C,-,H,H,B,B,B,-,-,B,B
189032,0,0,23.53,4141,108,139,41.8,49.17,0.69,0.868,H,H,H,H,C,H,H,H,H,H,H,H,-,H,H,C,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,C,C,-,C,-,C,H,H,H,C,C,C,-,H,H,-,-,-,H,B,H,-,B,B,-,B,-,B,B,C,C,-,C,C,C,C,C,C,-,C,C,C,-,C,C,C,H,H,-,H,H,H,H,H,H,C,C,C,C,C,H,C,-,H,H,H,H,B,B,-,B,H,-,H,H,-,H,H,H,H,H,H,H,H,H,-,H,H,H,H,-,-,-,C,-,H,H,H,H,H,H,H,B,B,B,H,C,C,-,-,C,-,H,H,-,H,H,H,H,H,B,B,B,B,B,B,B,-,C,C,C,C,H,H,H,H,-,H,C,C,H,B,H,H,H,H,H,H,H,H,H,B,H,H,H,H,H,H,H,-,C,C,C,-,C,C,C,C,-,H,B,B,B,B,-,-,B,-
189033,0,0,23.52,4007.6,125,130,32.59,52.43,0.52,-0.207,C,C,H,H,-,H,H,H,H,-,H,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,B,B,B,B,B,B,H,H,H,H,B,-,-,H,H,H,H,H,B,B,B,B,B,H,C,-,C,C,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,C,C,C,C,C,C,C,C,-,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B,B,H,H,-,H,H,H,H,H,H,H,B,H,H,-,H,-,H,H,H,H,H,H,H,H,H,H,H,-,-,H,-,C,C,C,C,C,C,C,C,H,H,H,H,H,-,-,H,H,H,H,H,H,H,C,C,C,H,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,C,C,-,C,C,C,H,-,H,B,H,H,H,-,H,H,H
189034,0,0,20.78,4222,172,137,35.88,47.92,1.07,-0.057,H,H,H,H,-,H,H,H,H,H,H,H,H,H,B,B,B,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,H,H,H,H,C,-,H,B,-,B,B,B,B,B,B,B,C,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,-,H,H,H,H,H,C,C,B,B,B,B,B,B,B,H,H,-,H,H,H,H,H,C,C,C,C,C,C,C,C,H,H,H,C,C,C,C,C,C,C,C,-,C,-,B,B,B,B,H,H,H,H,H,C,C,C,H,-,H,B,H,B,B,B,B,B,B,B,B,B,B,-,B,B,B,B,-,B,B,-,H,H,H,B,B,B,B,B,B,H,H,H,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,C,C,-,C,H,H,H,-,C,H,H,H,H,-,-,H,H
189035,0,0,23.42,3285,40,115,35.78,53.75,-0.36,0.235,H,H,H,H,-,H,H,-,H,H,H,B,H,H,-,H,H,H,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,-,H,-,H,H,-,C,H,H,H,-,H,-,H,H,H,-,H,H,-,B,B,B,B,B,B,-,B,B,B,C,C,C,C,C,C,C,C,-,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,C,C,C,C,H,C,-,H,H,-,H,H,H,-,H,B,B,H,B,B,B,B,B,B,B,B,B,H,H,-,H,H,H,H,H,H,-,C,-,C,C,C,-,H,H,H,-,H,H,C,C,C,C,-,C,-,C,C,C,C,C,H,H,B,B,B,B,B,B,-,B,B,B,B,B,B,C,C,C,C,C,C,H,B,B,B,B,B,B,B,B,B,B,B,B,B,C,C,C,H,H,H,H,-,-,H,H,-,-,C,C,C,-,H,H,B,B,B,-,-,B,B
189044,0,0,28.1,2839,58,86,37.05,57.42,-1.06,0.773,C,C,C,C,C,C,C,H,H,B,B,B,B,B,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,-,C,C,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,-,H,H,C,C,C,C,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,-,B,B,B,B,B,B,H,B,B,B,B,B,B,B,B,B,B,B,B,B,C,H,H,H,H,H,C,C,C,H,H,H,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,H,H,H,C,C,B,B,B,B,B,B,H,C,C,C,H,H,H,H,H,H,H,H,H,B,-,H,H,H,H,C,C,C,C,C,C,C,C,C,H,B,B,H,C,H,B,B,B,B,B,B
